Scheduled_Date,Day,Time_UTC,Platform,Content_Type,Episode,Title,Copy,Tags,Media_Path,CTA
2026-12-04,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 12,Twitter Thread: When Allah's Plan Hurts Before It Heals,"1/10 Why do the people closest to you sometimes cause the deepest wounds—and why does Allah let righteous people suffer years of injustice? A thread on Surah Yusuf (Surah Yusuf 12:18, 86, 100). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-012.md#Twitter,Read. Reflect. Return.
2026-12-05,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 12,Podcast: When Allah's Plan Hurts Before It Heals,Unhurried spoken reflection over natural acoustic atmosphere (zero music). When Allah's Plan Hurts Before It Heals.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-012.md,Read. Reflect. Return.
2026-12-06,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 13,Episode 13: The Peace You Can't Buy with Money,"Full video essay exploring Surah Ar-Ra'd 13:11, 28. Internal psychological transformation, the neurological and spiritual reality of tranquility (Itmi'nan), and divine change.

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-013.md,Read. Reflect. Return.
2026-12-07,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 13,"Short: Why is it that our generation has the most comfortable beds, the safest neighborhoods, and the highest rates of unexplainable inner panic?","Why is it that our generation has the most comfortable beds, the safest neighborhoods, and the highest rates of unexplainable inner panic? The Peace You Can't Buy with Money. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-013.md#Scene-1,Read. Reflect. Return.
2026-12-08,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 13,"Ayah Focus: Surah Ar-Ra'd 13:11, 28","Listen to Surah Ar-Ra'd 13:11, 28 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-013.md#Scene-2,Read. Reflect. Return.
2026-12-08,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 13,Daily Contemplation Card: Episode 13,"🌿 *Huurs Daily Contemplation — Episode 13*

""Surah Ar-Ra'd 13:11, 28""

The 100-Tasbeeh Digital Detox: Replace 10 minutes of evening doomscrolling with 100 conscious repetitions of 'Subhan Allah wa bihamdihi'. Notice the physiological calming of your breath and pulse.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-013.md#WhatsApp,Read. Reflect. Return.
2026-12-09,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 13,Action Step: The Peace You Can't Buy with Money,The 100-Tasbeeh Digital Detox: Replace 10 minutes of evening doomscrolling with 100 conscious repetitions of 'Subhan Allah wa bihamdihi'. Notice the physiological calming of your breath and pulse. Try this today.,#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-013.md#Scene-3,Read. Reflect. Return.
2026-12-09,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 13,Instagram Carousel: The Peace You Can't Buy with Money,"The Peace You Can't Buy with Money

Why is it that our generation has the most comfortable beds, the safest neighborhoods, and the highest rates of unexplainable inner panic?

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-013.md#Instagram,Read. Reflect. Return.
2026-12-10,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 13,Deep Question: Episode 13,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? The Peace You Can't Buy with Money,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-013.md#Scene-4,Read. Reflect. Return.
2026-12-10,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 13,Weekly Broadcast: The Peace You Can't Buy with Money,"Weekly broadcast exploring Surah Ar-Ra'd 13:11, 28, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2026-12-11,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 13,"Jummah Reflection: Surah Ar-Ra'd 13:11, 28","Jummah Mubarak. As you prepare for prayer, remember: Surah Ar-Ra'd 13:11, 28.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-013.md#Scene-5,Read. Reflect. Return.
2026-12-11,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 13,Twitter Thread: The Peace You Can't Buy with Money,"1/10 Why is it that our generation has the most comfortable beds, the safest neighborhoods, and the highest rates of unexplainable inner panic? A thread on Surah Ar-Ra'd (Surah Ar-Ra'd 13:11, 28). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-013.md#Twitter,Read. Reflect. Return.
2026-12-12,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 13,Podcast: The Peace You Can't Buy with Money,Unhurried spoken reflection over natural acoustic atmosphere (zero music). The Peace You Can't Buy with Money.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-013.md,Read. Reflect. Return.
2026-12-13,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 14,Episode 14: The Secret of Never Losing What You Have,"Full video essay exploring Surah Ibrahim 14:7, 24–25. Gratitude as an active spiritual shield, the Parable of the Good Tree (roots deep in earth, fruit at all seasons).

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-014.md,Read. Reflect. Return.
2026-12-14,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 14,"Short: What if the reason you feel constant anxiety about losing your career, health, or loved ones is because you haven't locked them with the divine key of Shukr?","What if the reason you feel constant anxiety about losing your career, health, or loved ones is because you haven't locked them with the divine key of Shukr? The Secret of Never Losing What You Have. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-014.md#Scene-1,Read. Reflect. Return.
2026-12-15,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 14,"Ayah Focus: Surah Ibrahim 14:7, 24–25","Listen to Surah Ibrahim 14:7, 24–25 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-014.md#Scene-2,Read. Reflect. Return.
2026-12-15,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 14,Daily Contemplation Card: Episode 14,"🌿 *Huurs Daily Contemplation — Episode 14*

""Surah Ibrahim 14:7, 24–25""

The Uncounted Blessing Audit: Write down 5 things you currently enjoy that you never prayed for (e.g. functioning kidneys, peaceful oxygen, parents' sacrifices). Say Alhamdulillah for each with deliberate contemplation.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-014.md#WhatsApp,Read. Reflect. Return.
2026-12-16,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 14,Action Step: The Secret of Never Losing What You Have,"The Uncounted Blessing Audit: Write down 5 things you currently enjoy that you never prayed for (e.g. functioning kidneys, peaceful oxygen, parents' sacrifices). Say Alhamdulillah for each with deliberate contemplation. Try this today.",#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-014.md#Scene-3,Read. Reflect. Return.
2026-12-16,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 14,Instagram Carousel: The Secret of Never Losing What You Have,"The Secret of Never Losing What You Have

What if the reason you feel constant anxiety about losing your career, health, or loved ones is because you haven't locked them with the divine key of Shukr?

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-014.md#Instagram,Read. Reflect. Return.
2026-12-17,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 14,Deep Question: Episode 14,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? The Secret of Never Losing What You Have,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-014.md#Scene-4,Read. Reflect. Return.
2026-12-17,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 14,Weekly Broadcast: The Secret of Never Losing What You Have,"Weekly broadcast exploring Surah Ibrahim 14:7, 24–25, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2026-12-18,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 14,"Jummah Reflection: Surah Ibrahim 14:7, 24–25","Jummah Mubarak. As you prepare for prayer, remember: Surah Ibrahim 14:7, 24–25.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-014.md#Scene-5,Read. Reflect. Return.
2026-12-18,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 14,Twitter Thread: The Secret of Never Losing What You Have,"1/10 What if the reason you feel constant anxiety about losing your career, health, or loved ones is because you haven't locked them with the divine key of Shukr? A thread on Surah Ibrahim (Surah Ibrahim 14:7, 24–25). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-014.md#Twitter,Read. Reflect. Return.
2026-12-19,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 14,Podcast: The Secret of Never Losing What You Have,Unhurried spoken reflection over natural acoustic atmosphere (zero music). The Secret of Never Losing What You Have.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-014.md,Read. Reflect. Return.
2026-12-20,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 15,Episode 15: What to Do When Words Wound Your Soul,"Full video essay exploring Surah Al-Hijr 15:9, 97–99. Divine validation of emotional hurt, the eternal preservation of divine truth, and Sajdah as emotional rehabilitation.

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-015.md,Read. Reflect. Return.
2026-12-21,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 15,"Short: When someone mocks your character, spreads rumors about you, or betrays your trust, what happens inside your chest—and what is the Qur'an's exact antidote?","When someone mocks your character, spreads rumors about you, or betrays your trust, what happens inside your chest—and what is the Qur'an's exact antidote? What to Do When Words Wound Your Soul. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-015.md#Scene-1,Read. Reflect. Return.
2026-12-22,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 15,"Ayah Focus: Surah Al-Hijr 15:9, 97–99","Listen to Surah Al-Hijr 15:9, 97–99 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-015.md#Scene-2,Read. Reflect. Return.
2026-12-22,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 15,Daily Contemplation Card: Episode 15,"🌿 *Huurs Daily Contemplation — Episode 15*

""Surah Al-Hijr 15:9, 97–99""

The Sajdah of Relief: If anyone made you feel humiliated or hurt this week, do not fire back an angry text. Make two rak'ahs and make your Sujood 3 minutes long. Lay your forehead on the earth and tell Allah exactly where it hurts.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-015.md#WhatsApp,Read. Reflect. Return.
2026-12-23,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 15,Action Step: What to Do When Words Wound Your Soul,"The Sajdah of Relief: If anyone made you feel humiliated or hurt this week, do not fire back an angry text. Make two rak'ahs and make your Sujood 3 minutes long. Lay your forehead on the earth and tell Allah exactly where it hurts. Try this today.",#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-015.md#Scene-3,Read. Reflect. Return.
2026-12-23,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 15,Instagram Carousel: What to Do When Words Wound Your Soul,"What to Do When Words Wound Your Soul

When someone mocks your character, spreads rumors about you, or betrays your trust, what happens inside your chest—and what is the Qur'an's exact antidote?

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-015.md#Instagram,Read. Reflect. Return.
2026-12-24,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 15,Deep Question: Episode 15,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? What to Do When Words Wound Your Soul,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-015.md#Scene-4,Read. Reflect. Return.
2026-12-24,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 15,Weekly Broadcast: What to Do When Words Wound Your Soul,"Weekly broadcast exploring Surah Al-Hijr 15:9, 97–99, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2026-12-25,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 15,"Jummah Reflection: Surah Al-Hijr 15:9, 97–99","Jummah Mubarak. As you prepare for prayer, remember: Surah Al-Hijr 15:9, 97–99.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-015.md#Scene-5,Read. Reflect. Return.
2026-12-25,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 15,Twitter Thread: What to Do When Words Wound Your Soul,"1/10 When someone mocks your character, spreads rumors about you, or betrays your trust, what happens inside your chest—and what is the Qur'an's exact antidote? A thread on Surah Al-Hijr (Surah Al-Hijr 15:9, 97–99). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-015.md#Twitter,Read. Reflect. Return.
2026-12-26,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 15,Podcast: What to Do When Words Wound Your Soul,Unhurried spoken reflection over natural acoustic atmosphere (zero music). What to Do When Words Wound Your Soul.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-015.md,Read. Reflect. Return.
2026-12-27,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 16,Episode 16: Countless Gifts You Stopped Noticing,"Full video essay exploring Surah An-Nahl 16:18, 68–69, 90. Cosmic mindfulness, the architectural genius of nature as proof of divine care, and the universal charter of Justice and Ihsan.

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-016.md,Read. Reflect. Return.
2026-12-28,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 16,"Short: We complain about the 2 things that didn't go our way today, while ignoring the 10,000 biological miracles that kept us alive since sunrise.","We complain about the 2 things that didn't go our way today, while ignoring the 10,000 biological miracles that kept us alive since sunrise. Countless Gifts You Stopped Noticing. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-016.md#Scene-1,Read. Reflect. Return.
2026-12-29,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 16,"Ayah Focus: Surah An-Nahl 16:18, 68–69, 90","Listen to Surah An-Nahl 16:18, 68–69, 90 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-016.md#Scene-2,Read. Reflect. Return.
2026-12-29,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 16,Daily Contemplation Card: Episode 16,"🌿 *Huurs Daily Contemplation — Episode 16*

""Surah An-Nahl 16:18, 68–69, 90""

The Natural Sight Walk: Step outside for 10 minutes without headphones. Look at the leaves, the flight of birds, the cool air entering your lungs, and acknowledge the unseen mercy sustaining you.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-016.md#WhatsApp,Read. Reflect. Return.
2026-12-30,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 16,Action Step: Countless Gifts You Stopped Noticing,"The Natural Sight Walk: Step outside for 10 minutes without headphones. Look at the leaves, the flight of birds, the cool air entering your lungs, and acknowledge the unseen mercy sustaining you. Try this today.",#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-016.md#Scene-3,Read. Reflect. Return.
2026-12-30,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 16,Instagram Carousel: Countless Gifts You Stopped Noticing,"Countless Gifts You Stopped Noticing

We complain about the 2 things that didn't go our way today, while ignoring the 10,000 biological miracles that kept us alive since sunrise.

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-016.md#Instagram,Read. Reflect. Return.
2026-12-31,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 16,Deep Question: Episode 16,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? Countless Gifts You Stopped Noticing,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-016.md#Scene-4,Read. Reflect. Return.
2026-12-31,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 16,Weekly Broadcast: Countless Gifts You Stopped Noticing,"Weekly broadcast exploring Surah An-Nahl 16:18, 68–69, 90, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2027-01-01,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 16,"Jummah Reflection: Surah An-Nahl 16:18, 68–69, 90","Jummah Mubarak. As you prepare for prayer, remember: Surah An-Nahl 16:18, 68–69, 90.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-016.md#Scene-5,Read. Reflect. Return.
2027-01-01,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 16,Twitter Thread: Countless Gifts You Stopped Noticing,"1/10 We complain about the 2 things that didn't go our way today, while ignoring the 10,000 biological miracles that kept us alive since sunrise. A thread on Surah An-Nahl (Surah An-Nahl 16:18, 68–69, 90). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-016.md#Twitter,Read. Reflect. Return.
2027-01-02,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 16,Podcast: Countless Gifts You Stopped Noticing,Unhurried spoken reflection over natural acoustic atmosphere (zero music). Countless Gifts You Stopped Noticing.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-016.md,Read. Reflect. Return.
2027-01-03,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 17,Episode 17: The Two People Who Deserve Your Gentle Voice,"Full video essay exploring Surah Al-Isra 17:23–24, 79, 82. The sacred charter of parents, the nocturnal sanctuary of Tahajjud, and the healing power of Qur'anic recitation.

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-017.md,Read. Reflect. Return.
2027-01-04,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 17,"Short: Why is it that we can speak with infinite patience to colleagues and strangers, yet unleash our shortest tempers on the aging parents who raised us?","Why is it that we can speak with infinite patience to colleagues and strangers, yet unleash our shortest tempers on the aging parents who raised us? The Two People Who Deserve Your Gentle Voice. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-017.md#Scene-1,Read. Reflect. Return.
2027-01-05,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 17,"Ayah Focus: Surah Al-Isra 17:23–24, 79, 82","Listen to Surah Al-Isra 17:23–24, 79, 82 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-017.md#Scene-2,Read. Reflect. Return.
2027-01-05,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 17,Daily Contemplation Card: Episode 17,"🌿 *Huurs Daily Contemplation — Episode 17*

""Surah Al-Isra 17:23–24, 79, 82""

The Lowered Wing Call: If your parents are alive, call them today with no agenda other than to ask how their day was, speaking with the gentle cadence commanded in 17:24. If they have passed, make a sincere du'a for their forgiveness.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-017.md#WhatsApp,Read. Reflect. Return.
2027-01-06,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 17,Action Step: The Two People Who Deserve Your Gentle Voice,"The Lowered Wing Call: If your parents are alive, call them today with no agenda other than to ask how their day was, speaking with the gentle cadence commanded in 17:24. If they have passed, make a sincere du'a for their forgiveness. Try this today.",#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-017.md#Scene-3,Read. Reflect. Return.
2027-01-06,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 17,Instagram Carousel: The Two People Who Deserve Your Gentle Voice,"The Two People Who Deserve Your Gentle Voice

Why is it that we can speak with infinite patience to colleagues and strangers, yet unleash our shortest tempers on the aging parents who raised us?

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-017.md#Instagram,Read. Reflect. Return.
2027-01-07,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 17,Deep Question: Episode 17,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? The Two People Who Deserve Your Gentle Voice,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-017.md#Scene-4,Read. Reflect. Return.
2027-01-07,Thursday,17:00,Email / Substack Newsletter,Contemplation Essay & Weekly Check-in,Episode 17,Weekly Broadcast: The Two People Who Deserve Your Gentle Voice,"Weekly broadcast exploring Surah Al-Isra 17:23–24, 79, 82, classical tafsir insights from Ibn Kathir, and guided journal prompts.",#Newsletter #EmailBroadcast,15_MARKETING/QURAN-COMEBACK-EMAIL-SERIES-001.md,Read. Reflect. Return.
2027-01-08,Friday,07:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 17,"Jummah Reflection: Surah Al-Isra 17:23–24, 79, 82","Jummah Mubarak. As you prepare for prayer, remember: Surah Al-Isra 17:23–24, 79, 82.",#JummahMubarak #FridayReflection,08_SCRIPTS/QURAN-COMEBACK-SHORTS-017.md#Scene-5,Read. Reflect. Return.
2027-01-08,Friday,10:00,Twitter / X,10-Post Educational Thread,Episode 17,Twitter Thread: The Two People Who Deserve Your Gentle Voice,"1/10 Why is it that we can speak with infinite patience to colleagues and strangers, yet unleash our shortest tempers on the aging parents who raised us? A thread on Surah Al-Isra (Surah Al-Isra 17:23–24, 79, 82). 🧵",#Quran #Islam #Tadabbur,14_SOCIAL/QURAN-COMEBACK-SOCIAL-017.md#Twitter,Read. Reflect. Return.
2027-01-09,Saturday,09:00,Spotify / Apple Podcasts / Web,Spoken Reflection (Acoustic Audio),Episode 17,Podcast: The Two People Who Deserve Your Gentle Voice,Unhurried spoken reflection over natural acoustic atmosphere (zero music). The Two People Who Deserve Your Gentle Voice.,#IslamicPodcast #CalmReflection,11_AUDIO/QURAN-COMEBACK-AUDIO-017.md,Read. Reflect. Return.
2027-01-10,Sunday,08:00,YouTube,Long-Form Video (16:9),Episode 18,Episode 18: The Four Traps of the Modern World,"Full video essay exploring Surah Al-Kahf 18:10, 28, 46, 65–82. The four existential trials: Faith (The Cave), Wealth (Two Gardens), Knowledge (Musa & Khidr), Power (Dhul-Qarnayn).

Watch here: https://youtube.com/@HuursStudio",#ComeBackToQuran #HuursStudio #Tadabbur,10_VIDEO/QURAN-COMEBACK-VIDEO-018.md,Read. Reflect. Return.
2027-01-11,Monday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 18,"Short: Every Friday, millions of Muslims read Surah Al-Kahf. But do we know why this specific Surah is the only shield powerful enough to protect humanity from the ultimate deception?","Every Friday, millions of Muslims read Surah Al-Kahf. But do we know why this specific Surah is the only shield powerful enough to protect humanity from the ultimate deception? The Four Traps of the Modern World. #Shorts",#Shorts #Reels #QuranReminder,08_SCRIPTS/QURAN-COMEBACK-SHORTS-018.md#Scene-1,Read. Reflect. Return.
2027-01-12,Tuesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 18,"Ayah Focus: Surah Al-Kahf 18:10, 28, 46, 65–82","Listen to Surah Al-Kahf 18:10, 28, 46, 65–82 with an open heart. What is Allah asking of you right now?",#QuranAyah #DailyQuran #Tadabbur,08_SCRIPTS/QURAN-COMEBACK-SHORTS-018.md#Scene-2,Read. Reflect. Return.
2027-01-12,Tuesday,15:00,WhatsApp Status / Telegram Channel,Reflection Card (1:1),Episode 18,Daily Contemplation Card: Episode 18,"🌿 *Huurs Daily Contemplation — Episode 18*

""Surah Al-Kahf 18:10, 28, 46, 65–82""

Friday Kahf Contemplation: Do not merely recite Al-Kahf for speed this Friday. Read the story of Musa and Khidr slowly and remember that what looks like a tragedy in your life right now is merely a ship being scuttled to save it from a king.",#DailyReflection,14_SOCIAL/QURAN-COMEBACK-SOCIAL-018.md#WhatsApp,Read. Reflect. Return.
2027-01-13,Wednesday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 18,Action Step: The Four Traps of the Modern World,Friday Kahf Contemplation: Do not merely recite Al-Kahf for speed this Friday. Read the story of Musa and Khidr slowly and remember that what looks like a tragedy in your life right now is merely a ship being scuttled to save it from a king. Try this today.,#QuranHabit #Consistency,08_SCRIPTS/QURAN-COMEBACK-SHORTS-018.md#Scene-3,Read. Reflect. Return.
2027-01-13,Wednesday,16:00,Instagram,10-Slide Educational Carousel,Episode 18,Instagram Carousel: The Four Traps of the Modern World,"The Four Traps of the Modern World

Every Friday, millions of Muslims read Surah Al-Kahf. But do we know why this specific Surah is the only shield powerful enough to protect humanity from the ultimate deception?

Read the full carousel for classical tafsir and the 3-minute evening return routine.

#ComeBackToQuran #HuursStudio",#ComeBackToQuran #Tadabbur #HuursStudio,14_SOCIAL/QURAN-COMEBACK-SOCIAL-018.md#Instagram,Read. Reflect. Return.
2027-01-14,Thursday,12:00,YouTube Shorts / Reels / TikTok,Vertical Video (9:16),Episode 18,Deep Question: Episode 18,An honest question for your soul today: When was the last time the Qur'an made you pause and reflect? The Four Traps of the Modern World,#DeepQuestion #HeartAudit,08_SCRIPTS/QURAN-COMEBACK-SHORTS-018.md#Scene-4,Read. Reflect. Return.
